Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
1-Click Price Oracle,RetroPGF 5,Aug 2024,"89,825.29","$127,282"
Builderism,RetroPGF 5,Aug 2024,"89,180.96","$126,369"
Derive (Formerly Lyra) OP Custom Gas Limit Research,RetroPGF 5,Aug 2024,"89,053.59","$126,189"
Cantina.xyz - OP Stack,RetroPGF 5,Aug 2024,"88,436.23","$125,314"
Dappnode,RetroPGF 5,Aug 2024,"87,191.33","$123,550"
Redprint,RetroPGF 5,Aug 2024,"86,652.63","$122,787"
RaaS and Restaking for OP Stack rollups,RetroPGF 5,Aug 2024,"86,307.86","$122,298"
Optimism Collective and OP Stack Documentation Improvements,RetroPGF 5,Aug 2024,"83,434.76","$118,227"
Ethereum on ARM,RetroPGF 5,Aug 2024,"83,354.91","$118,114"
Feasibility study for Front-running protection via shielded mempool for the OP Stack using threshold encryption,RetroPGF 5,Aug 2024,"81,027.96","$114,817"
Asphere Rollup-as-a-Service,RetroPGF 5,Aug 2024,"80,446.74","$113,993"
blob-archiver-rs,RetroPGF 5,Aug 2024,"77,941.18","$110,443"
Research and development on multi-section fault dispute game,RetroPGF 5,Aug 2024,"77,169.49","$109,349"
js-libp2p,RetroPGF 5,Aug 2024,"76,379.61","$108,230"
Native Account Abstraction on OP Stack,RetroPGF 5,Aug 2024,"76,089.12","$107,818"
OP STACK DEPLOYER,RetroPGF 5,Aug 2024,"74,240.85","$105,199"
Understanding-Optimism-Codebase,RetroPGF 5,Aug 2024,"71,137.90","$100,802"
Alt-DA Server & Translation Hub,RetroPGF 5,Aug 2024,"70,995.93","$100,601"
Act,RetroPGF 5,Aug 2024,"70,101.83","$99,334"
Sherlock,RetroPGF 5,Aug 2024,"70,069.90","$99,289"
jvm-libp2p,RetroPGF 5,Aug 2024,"69,753.07","$98,840"
Fe Language,RetroPGF 5,Aug 2024,"69,753.07","$98,840"
Rust KZG,RetroPGF 5,Aug 2024,"69,753.07","$98,840"
The book of optimism fault proof,RetroPGF 5,Aug 2024,"69,528.97","$98,523"
Deployment of the Shutterized Optimism (SHOP) testnet with the SHOP SDK.,RetroPGF 5,Aug 2024,"67,909.15","$96,227"
Blocknative Blob Archive and Research,RetroPGF 5,Aug 2024,"67,311.71","$95,381"
Zeeve RaaS for OP Stack,RetroPGF 5,Aug 2024,"66,426.02","$94,126"
RIG Ethereum Core Research,RetroPGF 5,Aug 2024,"64,172.82","$90,933"
OPcity stack,RetroPGF 5,Aug 2024,"62,661.63","$88,792"
nim-libp2p,RetroPGF 5,Aug 2024,"62,603.38","$88,709"
Immunefi Bug Bounty Platform,RetroPGF 5,Aug 2024,"62,507.29","$88,573"
opUSDC,RetroPGF 5,Aug 2024,"60,192.20","$85,292"
Hermes - a GossipSub listener and tracer for libp2p-based networks.,RetroPGF 5,Aug 2024,"57,720.66","$81,790"
Grandine,RetroPGF 5,Aug 2024,"56,325.60","$79,813"
quic-go,RetroPGF 5,Aug 2024,"55,104.92","$78,084"
Ethereum POS Testnet,RetroPGF 5,Aug 2024,"52,314.80","$74,130"
Smoo.th Cryptolib,RetroPGF 5,Aug 2024,"52,314.80","$74,130"
An indepedent ethereum execution client contributor,RetroPGF 5,Aug 2024,"36,969.12","$52,385"
